"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"32003005343","Census Tract 53.43, Clark County, Nevada","Census Tract 53.43, Clark County, Nevada","nv","140","00","ACSSF","0000708",,,,,"32","003",,,,"005343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005343",,,"2580728","0",5181,5181,5199.59,0.996424693859585,5181,2727,2454,5181,266,411,500,350,340,585,740,627,635,430,205,92,5181,4314,241,12,416,0,28,170,1674,1203,902,301,101,200,471,240,231,65060,1845,1674,1098,576,5181,324,1081,1405,3776
"32003005346","Census Tract 53.46, Clark County, Nevada","Census Tract 53.46, Clark County, Nevada","nv","140","00","ACSSF","0000709",,,,,"32","003",,,,"005346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005346",,,"2382901","0",5610,5610,6097.54,0.920043258887686,5610,2680,2930,5610,377,427,326,334,604,631,1068,763,511,462,89,18,5610,3738,280,0,1328,0,116,148,2194,1319,929,390,89,301,875,577,298,50595,2517,2194,652,1542,5610,877,731,1608,4002
"32003005347","Census Tract 53.47, Clark County, Nevada","Census Tract 53.47, Clark County, Nevada","nv","140","00","ACSSF","0000710",,,,,"32","003",,,,"005347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005347",,,"8985831","0",5257,5257,1515.226,3.46944889319951,5257,2665,2592,5257,186,291,357,311,132,305,876,872,872,625,357,73,5257,3950,165,44,750,19,209,120,2307,1397,1074,323,93,230,910,464,446,78299,2506,2307,1277,1030,5257,552,460,1012,4245
"32003005348","Census Tract 53.48, Clark County, Nevada","Census Tract 53.48, Clark County, Nevada","nv","140","00","ACSSF","0000711",,,,,"32","003",,,,"005348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005348",,,"3257765","0",5247,5247,4171.469,1.25783015210881,5247,2469,2778,5247,236,645,370,379,277,422,692,814,622,523,230,37,5247,3853,232,0,601,83,143,335,1647,1392,1162,230,43,187,255,136,119,101620,1864,1647,1260,387,5247,415,518,933,4314
"32003005349","Census Tract 53.49, Clark County, Nevada","Census Tract 53.49, Clark County, Nevada","nv","140","00","ACSSF","0000712",,,,,"32","003",,,,"005349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005349",,,"2609284","0",4888,4888,4851.853,1.00745022756862,4888,2342,2546,4888,258,353,393,227,384,543,608,807,512,546,130,127,4888,3269,173,24,913,0,154,355,1798,1293,987,306,92,214,505,222,283,87625,2032,1798,1256,542,4888,265,373,638,4250
"32003005350","Census Tract 53.50, Clark County, Nevada","Census Tract 53.50, Clark County, Nevada","nv","140","00","ACSSF","0000713",,,,,"32","003",,,,"005350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005350",,,"1827040","0",3699,3699,5243.654,0.70542411779514,3699,1982,1717,3699,149,213,342,138,178,466,626,518,455,319,195,100,3699,3069,88,0,331,26,6,179,1405,1011,805,206,87,119,394,213,181,102898,1665,1405,833,572,3699,141,404,545,3154
"32003005351","Census Tract 53.51, Clark County, Nevada","Census Tract 53.51, Clark County, Nevada","nv","140","00","ACSSF","0000714",,,,,"32","003",,,,"005351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005351",,,"1879259","0",4583,4583,6316.274,0.725585987270983,4583,1974,2609,4583,250,223,361,284,358,694,741,550,605,399,118,0,4583,3247,425,0,498,12,80,321,1892,1006,687,319,78,241,886,367,519,63155,2353,1892,795,1097,4568,287,861,1148,3420
"32003005352","Census Tract 53.52, Clark County, Nevada","Census Tract 53.52, Clark County, Nevada","nv","140","00","ACSSF","0000715",,,,,"32","003",,,,"005352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005352",,,"1664075","0",3435,3435,5346.279,0.642502976847769,3435,1609,1826,3435,111,319,435,119,218,272,594,597,420,197,122,31,3435,2953,65,0,161,0,62,194,1202,957,763,194,52,142,245,104,141,106442,1237,1202,1031,171,3435,450,327,777,2658
"32003005353","Census Tract 53.53, Clark County, Nevada","Census Tract 53.53, Clark County, Nevada","nv","140","00","ACSSF","0000716",,,,,"32","003",,,,"005353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005353",,,"1511272","0",4815,4815,8251.852,0.583505406202654,4815,2325,2490,4815,187,367,444,149,242,617,888,703,586,376,237,19,4815,3295,508,0,626,79,129,178,1815,1011,738,273,118,155,804,312,492,71886,2041,1815,744,1071,4764,420,706,1126,3638
"32003005354","Census Tract 53.54, Clark County, Nevada","Census Tract 53.54, Clark County, Nevada","nv","140","00","ACSSF","0000717",,,,,"32","003",,,,"005354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005354",,,"2051284","0",5939,5939,7498.688,0.792005213923771,5939,3052,2887,5939,411,605,344,215,446,867,1145,687,721,364,87,47,5939,4356,376,19,550,21,385,232,2207,1388,1115,273,59,214,819,405,414,73292,2504,2207,1103,1104,5935,514,741,1255,4680
"32003005355","Census Tract 53.55, Clark County, Nevada","Census Tract 53.55, Clark County, Nevada","nv","140","00","ACSSF","0000718",,,,,"32","003",,,,"005355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005355",,,"7109917","0",4702,4702,1712.836,2.74515441770387,4702,2025,2677,4702,169,64,319,49,117,567,320,527,764,915,515,376,4702,4016,120,0,311,0,183,72,2181,1236,1012,224,94,130,945,372,573,62188,2481,2181,1619,562,4639,395,594,989,3650
"32003005356","Census Tract 53.56, Clark County, Nevada","Census Tract 53.56, Clark County, Nevada","nv","140","00","ACSSF","0000719",,,,,"32","003",,,,"005356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005356",,,"3895048","0",2752,2752,1829.925,1.50388650449346,2752,1320,1432,2752,96,253,168,68,168,368,434,387,375,316,119,0,2752,2142,103,0,305,5,61,136,1014,722,650,72,12,60,292,143,149,90338,1148,1014,653,361,2752,183,303,486,2266
"32003005357","Census Tract 53.57, Clark County, Nevada","Census Tract 53.57, Clark County, Nevada","nv","140","00","ACSSF","0000720",,,,,"32","003",,,,"005357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005357",,,"13017472","0",6597,6597,1312.555,5.02607425208148,6597,3259,3338,6597,401,448,463,234,398,669,1024,1093,892,762,154,59,6597,5104,554,0,546,0,150,243,2769,1618,1325,293,106,187,1151,624,527,74020,3184,2769,1700,1069,6597,414,898,1312,5285
"32003005358","Census Tract 53.58, Clark County, Nevada","Census Tract 53.58, Clark County, Nevada","nv","140","00","ACSSF","0000721",,,,,"32","003",,,,"005358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005358",,,"1077087","0",3195,3195,7682.77,0.415865633354286,3195,1561,1634,3195,326,333,362,200,144,364,659,358,223,154,72,0,3195,2807,36,0,106,14,150,82,888,766,674,92,15,77,122,82,40,98636,1017,888,736,152,3195,100,225,325,2870
"32003005359","Census Tract 53.59, Clark County, Nevada","Census Tract 53.59, Clark County, Nevada","nv","140","00","ACSSF","0000722",,,,,"32","003",,,,"005359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005359",,,"4587453","0",7818,7818,4413.893,1.77122558096794,7818,3914,3904,7818,277,947,557,461,661,373,1429,1359,759,454,414,127,7818,6170,440,22,491,0,470,225,2423,1953,1589,364,118,246,470,206,264,96138,2517,2423,2081,342,7798,367,545,912,6886
"32003005360","Census Tract 53.60, Clark County, Nevada","Census Tract 53.60, Clark County, Nevada","nv","140","00","ACSSF","0000723",,,,,"32","003",,,,"005360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005360",,,"5627885","0",4781,4781,2200.246,2.17293863909794,4781,2219,2562,4781,350,274,274,108,339,971,550,513,748,483,171,0,4781,3835,331,20,169,11,182,233,2020,1232,886,346,30,316,788,457,331,62188,2102,2020,949,1071,4761,580,785,1365,3396
"32003005421","Census Tract 54.21, Clark County, Nevada","Census Tract 54.21, Clark County, Nevada","nv","140","00","ACSSF","0000724",,,,,"32","003",,,,"005421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005421",,,"1243603","0",3833,3833,7982.792,0.480157823125049,3833,1998,1835,3833,474,188,158,110,227,441,489,347,704,317,321,57,3833,2871,606,33,58,41,150,74,1262,679,253,426,163,263,583,303,280,22123,1381,1262,502,760,3528,1552,988,2540,988
"32003005422","Census Tract 54.22, Clark County, Nevada","Census Tract 54.22, Clark County, Nevada","nv","140","00","ACSSF","0000725",,,,,"32","003",,,,"005422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005422",,,"2150500","0",4419,4419,5322.091,0.830312727317655,4419,2016,2403,4419,288,427,204,158,349,782,337,670,794,296,86,28,4419,3793,420,24,0,6,25,151,1443,1073,613,460,98,362,370,168,202,45202,1635,1443,800,643,4419,970,1089,2059,2360
"32003005423","Census Tract 54.23, Clark County, Nevada","Census Tract 54.23, Clark County, Nevada","nv","140","00","ACSSF","0000726",,,,,"32","003",,,,"005423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005423",,,"1920680","0",5202,5202,7014.764,0.741578725461276,5202,2423,2779,5202,352,330,220,299,629,646,510,720,648,532,235,81,5202,3696,1007,42,59,0,189,209,1803,1166,692,474,164,310,637,180,457,38951,1949,1803,874,929,5169,1177,1484,2661,2508
"32003005432","Census Tract 54.32, Clark County, Nevada","Census Tract 54.32, Clark County, Nevada","nv","140","00","ACSSF","0000727",,,,,"32","003",,,,"005432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005432",,,"2430106","0",6485,6485,6911.663,0.938269212058125,6485,3318,3167,6485,548,290,213,147,279,971,946,1047,860,657,345,182,6485,5660,165,0,151,18,203,288,2279,1585,1260,325,208,117,694,338,356,68064,2395,2279,1749,530,6426,182,671,853,5573
"32003005433","Census Tract 54.33, Clark County, Nevada","Census Tract 54.33, Clark County, Nevada","nv","140","00","ACSSF","0000728",,,,,"32","003",,,,"005433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005433",,,"2975275","0",4496,4496,3913.785,1.14876014869567,4496,2244,2252,4496,188,366,419,158,266,355,565,693,712,456,230,88,4496,4279,15,7,52,0,57,86,1657,1224,1014,210,86,124,433,253,180,73963,1786,1657,1413,244,4496,227,664,891,3605
"32003005434","Census Tract 54.34, Clark County, Nevada","Census Tract 54.34, Clark County, Nevada","nv","140","00","ACSSF","0000729",,,,,"32","003",,,,"005434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005434",,,"5010769","0",5266,5266,2721.913,1.93466880927634,5266,2655,2611,5266,229,336,384,171,502,537,623,780,894,565,203,42,5266,4396,117,34,101,194,200,224,1666,1377,1150,227,91,136,289,162,127,85577,1809,1666,1407,259,5266,178,465,643,4623
"32003005435","Census Tract 54.35, Clark County, Nevada","Census Tract 54.35, Clark County, Nevada","nv","140","00","ACSSF","0000730",,,,,"32","003",,,,"005435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005435",,,"68275988","0",3734,3734,141.6459,26.3615059220352,3734,1964,1770,3734,129,254,281,60,211,649,500,506,479,373,246,46,3734,3330,81,17,165,0,26,115,1413,992,688,304,98,206,421,215,206,70246,1452,1413,977,436,3725,311,704,1015,2710
"32003005436","Census Tract 54.36, Clark County, Nevada","Census Tract 54.36, Clark County, Nevada","nv","140","00","ACSSF","0000731",,,,,"32","003",,,,"005436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005436",,,"16943646","0",9921,9921,1516.514,6.5419785728737,9921,4505,5416,9921,675,572,583,223,883,1645,1339,1459,1174,1022,217,129,9921,6976,1081,0,825,131,228,680,3848,2403,1909,494,55,439,1445,636,809,60135,4321,3848,2478,1370,9767,553,956,1509,8258
"32003005437","Census Tract 54.37, Clark County, Nevada","Census Tract 54.37, Clark County, Nevada","nv","140","00","ACSSF","0000732",,,,,"32","003",,,,"005437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005437",,,"17708384","1272345",2964,2964,433.5079,6.83724557797179,2964,1522,1442,2964,53,55,77,44,89,166,296,379,759,665,361,20,2964,2388,188,0,263,14,27,84,1404,930,899,31,0,31,474,264,210,92000,2435,1404,1194,210,2964,52,200,252,2712
"32003005438","Census Tract 54.38, Clark County, Nevada","Census Tract 54.38, Clark County, Nevada","nv","140","00","ACSSF","0000733",,,,,"32","003",,,,"005438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005438",,,"2219939","0",2338,2338,2727.729,0.85712327624684,2338,1228,1110,2338,24,55,128,86,187,237,285,540,363,391,42,0,2338,1776,93,105,143,0,137,84,1162,572,306,266,99,167,590,242,348,36905,1396,1162,473,689,2338,287,760,1047,1291
"32003005439","Census Tract 54.39, Clark County, Nevada","Census Tract 54.39, Clark County, Nevada","nv","140","00","ACSSF","0000734",,,,,"32","003",,,,"005439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005439",,,"1208066","0",3834,3834,8219.761,0.466436910132402,3834,2085,1749,3834,257,267,283,133,235,513,637,544,520,269,139,37,3834,2729,239,10,106,0,524,226,1313,766,493,273,108,165,547,381,166,44665,1569,1313,649,664,3834,795,981,1776,2058
"32003005501","Census Tract 55.01, Clark County, Nevada","Census Tract 55.01, Clark County, Nevada","nv","140","00","ACSSF","0000735",,,,,"32","003",,,,"005501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005501",,,"54649011","83408",4498,4498,213.1743,21.1001023942968,4498,2495,2003,4498,52,117,223,189,169,188,228,598,781,937,615,401,4498,4001,23,33,239,0,34,168,2058,1176,961,215,90,125,882,482,400,46604,2594,2058,1661,397,4278,631,656,1287,2991
"32003005502","Census Tract 55.02, Clark County, Nevada","Census Tract 55.02, Clark County, Nevada","nv","140","00","ACSSF","0000736",,,,,"32","003",,,,"005502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005502",,,"39441896","0",4244,4244,278.6861,15.2286018313598,4244,2041,2203,4244,249,200,207,137,255,435,387,682,630,662,284,116,4244,4100,13,15,39,0,1,76,1639,1147,959,188,73,115,492,212,280,72036,1946,1639,1246,393,4244,336,591,927,3317
"32003005503","Census Tract 55.03, Clark County, Nevada","Census Tract 55.03, Clark County, Nevada","nv","140","00","ACSSF","0000737",,,,,"32","003",,,,"005503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005503",,,"1593280","0",3296,3296,5357.878,0.615168873369297,3296,1535,1761,3296,111,155,294,170,218,301,513,382,557,383,157,55,3296,2824,0,119,96,20,11,226,1332,705,441,264,113,151,627,323,304,56859,1555,1332,634,698,3244,432,493,925,2319
"32003005504","Census Tract 55.04, Clark County, Nevada","Census Tract 55.04, Clark County, Nevada","nv","140","00","ACSSF","0000738",,,,,"32","003",,,,"005504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005504",,,"1712634","0",3574,3574,5404.901,0.661251712363146,3574,1811,1763,3574,166,226,355,112,245,243,603,529,334,306,294,161,3574,3317,13,0,9,19,67,149,1360,937,701,236,51,185,423,198,225,63286,1494,1360,751,609,3446,289,629,918,2528
"32003005607","Census Tract 56.07, Clark County, Nevada","Census Tract 56.07, Clark County, Nevada","nv","140","00","ACSSF","0000739",,,,,"32","003",,,,"005607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005607",,,"2577922","31061",3715,3715,3732.388,0.995341291156561,3715,1966,1749,3715,162,256,315,139,296,403,391,399,472,470,336,76,3715,2921,71,7,0,0,670,46,1505,908,721,187,36,151,597,405,192,40699,1702,1505,921,584,3705,584,1247,1831,1874
"32003005612","Census Tract 56.12, Clark County, Nevada","Census Tract 56.12, Clark County, Nevada","nv","140","00","ACSSF","0000740",,,,,"32","003",,,,"005612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005612",,,"2558785","0",1234,1234,1249.048,0.987952453833763,1234,634,600,1234,108,70,60,50,45,63,85,181,185,169,120,98,1234,1222,0,0,0,0,12,0,626,277,265,12,0,12,349,178,171,31714,885,626,512,114,1234,250,452,702,532
"32003005613","Census Tract 56.13, Clark County, Nevada","Census Tract 56.13, Clark County, Nevada","nv","140","00","ACSSF","0000741",,,,,"32","003",,,,"005613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005613",,,"2137488100","290469757",4729,4729,5.730115,825.288815237754,4729,2309,2420,4729,298,409,612,362,77,399,779,574,509,391,166,153,4729,4502,0,49,43,0,85,50,1347,1150,1019,131,38,93,197,108,89,74901,2033,1347,1028,319,4683,99,749,848,3835
"32003005614","Census Tract 56.14, Clark County, Nevada","Census Tract 56.14, Clark County, Nevada","nv","140","00","ACSSF","0000742",,,,,"32","003",,,,"005614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005614",,,"2332474","0",2697,2697,2994.759,0.900573284509426,2697,1471,1226,2697,306,253,167,38,331,413,179,137,268,361,238,6,2697,1939,34,0,92,0,532,100,933,517,402,115,53,62,416,289,127,41383,1029,933,425,508,2653,607,741,1348,1305
"32003005615","Census Tract 56.15, Clark County, Nevada","Census Tract 56.15, Clark County, Nevada","nv","140","00","ACSSF","0000743",,,,,"32","003",,,,"005615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005615",,,"3041279","642350",1529,1529,1302.114,1.17424443665376,1529,777,752,1529,109,7,73,35,53,128,50,78,265,412,251,68,1529,1384,6,17,0,0,87,35,734,451,410,41,28,13,283,101,182,46296,981,734,616,118,1529,206,285,491,1038
"32003005702","Census Tract 57.02, Clark County, Nevada","Census Tract 57.02, Clark County, Nevada","nv","140","00","ACSSF","0000744",,,,,"32","003",,,,"005702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005702",,,"18790711","2553023",3004,3004,414.0516,7.2551347728252,3004,1387,1617,3004,120,132,90,73,169,186,180,451,406,651,466,80,3004,2281,164,28,74,0,187,270,1516,686,379,307,51,256,830,375,455,26313,2350,1516,552,964,3004,791,903,1694,1310
"32003005703","Census Tract 57.03, Clark County, Nevada","Census Tract 57.03, Clark County, Nevada","nv","140","00","ACSSF","0000745",,,,,"32","003",,,,"005703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005703",,,"2147483647","59123623",903,903,1.08907,829.148107249918,903,467,436,903,0,33,10,0,51,192,20,130,143,211,79,34,903,717,68,2,77,0,37,2,569,162,110,52,7,45,407,215,192,28806,984,569,240,329,902,93,332,425,477
"32003005704","Census Tract 57.04, Clark County, Nevada","Census Tract 57.04, Clark County, Nevada","nv","140","00","ACSSF","0000746",,,,,"32","003",,,,"005704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005704",,,"880931","0",2117,2117,6224.102,0.340129375116796,2117,1113,1004,2117,122,53,117,53,117,283,126,307,260,466,187,26,2117,1972,54,0,20,0,33,38,965,500,256,244,105,139,465,269,196,33728,1390,965,302,663,2079,303,639,942,1137
"32003005705","Census Tract 57.05, Clark County, Nevada","Census Tract 57.05, Clark County, Nevada","nv","140","00","ACSSF","0000747",,,,,"32","003",,,,"005705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005705",,,"224202546","1378499",2852,2852,32.94631,86.5650898768643,2852,1395,1457,2852,11,108,45,0,72,140,270,218,491,940,448,109,2852,2545,119,16,52,29,47,44,1539,797,709,88,16,72,742,334,408,38297,2048,1539,895,644,2838,336,663,999,1839
"32003005711","Census Tract 57.11, Clark County, Nevada","Census Tract 57.11, Clark County, Nevada","nv","140","00","ACSSF","0000748",,,,,"32","003",,,,"005711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005711",,,"569514388","0",4829,4829,21.96091,219.890736173295,4829,2508,2321,4829,228,395,590,319,221,265,739,936,575,258,254,49,4829,3576,290,0,714,0,126,123,1500,1338,1148,190,46,144,162,76,86,102576,1696,1500,1231,269,4786,94,190,284,4502
"32003005712","Census Tract 57.12, Clark County, Nevada","Census Tract 57.12, Clark County, Nevada","nv","140","00","ACSSF","0000749",,,,,"32","003",,,,"005712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005712",,,"47610921","0",10236,10236,556.8285,18.3826797653117,10236,4913,5323,10236,560,766,572,207,617,864,1995,1337,847,1605,762,104,10236,8112,339,17,863,0,515,390,4051,2865,2369,496,97,399,1186,566,620,79462,4562,4051,3192,859,10236,501,809,1310,8926
"32003005713","Census Tract 57.13, Clark County, Nevada","Census Tract 57.13, Clark County, Nevada","nv","140","00","ACSSF","0000750",,,,,"32","003",,,,"005713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005713",,,"3391078","0",6316,6316,4823.942,1.30930259136336,6316,2771,3545,6316,367,358,270,159,224,358,826,780,1174,1237,434,129,6316,4898,278,29,855,0,125,131,2744,1869,1763,106,18,88,875,307,568,81532,3123,2744,2357,387,6316,153,529,682,5634
"32003005714","Census Tract 57.14, Clark County, Nevada","Census Tract 57.14, Clark County, Nevada","nv","140","00","ACSSF","0000751",,,,,"32","003",,,,"005714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005714",,,"6822058","0",5842,5842,2217.91,2.6340114317132,5842,2586,3256,5842,0,0,0,0,0,36,91,151,957,2998,1396,213,5842,5023,194,0,497,0,0,128,3322,2057,1990,67,16,51,1265,314,951,67125,3858,3322,3003,319,5842,279,616,895,4947
"32003005715","Census Tract 57.15, Clark County, Nevada","Census Tract 57.15, Clark County, Nevada","nv","140","00","ACSSF","0000752",,,,,"32","003",,,,"005715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005715",,,"5008572","0",4692,4692,2426.285,1.93382054279788,4692,2498,2194,4692,218,267,255,162,174,307,472,711,845,922,276,83,4692,3562,184,12,677,0,20,237,1859,1313,1188,125,11,114,546,264,282,125151,2176,1859,1625,234,4692,188,228,416,4276
"32003005716","Census Tract 57.16, Clark County, Nevada","Census Tract 57.16, Clark County, Nevada","nv","140","00","ACSSF","0000753",,,,,"32","003",,,,"005716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005716",,,"2275300","0",4123,4123,4693.236,0.878498278756504,4123,1965,2158,4123,0,37,25,26,0,46,42,174,1000,1895,698,180,4123,3200,109,0,707,24,19,64,2129,1647,1541,106,18,88,482,142,340,68786,2559,2129,1829,300,4123,201,385,586,3537
"32003005803","Census Tract 58.03, Clark County, Nevada","Census Tract 58.03, Clark County, Nevada","nv","140","00","ACSSF","0000754",,,,,"32","003",,,,"005803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005803",,,"1465262","0",4478,4478,7915.285,0.565740845131329,4478,2284,2194,4478,283,216,220,98,253,865,588,601,739,459,130,26,4478,3262,199,0,432,0,268,317,1954,1140,724,416,85,331,814,368,446,64000,2199,1954,1106,848,4469,621,660,1281,3188
"32003005804","Census Tract 58.04, Clark County, Nevada","Census Tract 58.04, Clark County, Nevada","nv","140","00","ACSSF","0000755",,,,,"32","003",,,,"005804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005804",,,"1605125","0",3793,3793,6120.286,0.619742253632063,3793,1753,2040,3793,206,104,120,69,162,750,418,599,578,577,138,72,3793,2929,232,15,386,37,65,129,1914,942,721,221,26,195,972,489,483,51831,2359,1914,767,1147,3793,350,616,966,2827
"32003005805","Census Tract 58.05, Clark County, Nevada","Census Tract 58.05, Clark County, Nevada","nv","140","00","ACSSF","0000756",,,,,"32","003",,,,"005805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005805",,,"2232259","0",2736,2736,3174.456,0.861880055042726,2736,1419,1317,2736,140,114,68,101,78,253,347,280,384,566,349,56,2736,2115,164,47,216,0,118,76,1200,815,693,122,10,112,385,231,154,72500,1585,1200,925,275,2736,190,453,643,2093
"32003005806","Census Tract 58.06, Clark County, Nevada","Census Tract 58.06, Clark County, Nevada","nv","140","00","ACSSF","0000757",,,,,"32","003",,,,"005806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003005806",,,"1310081","0",4299,4299,8498.984,0.505825123514086,4299,2299,2000,4299,348,228,130,127,193,770,531,495,695,534,248,0,4299,3142,301,8,358,70,63,357,1749,1004,768,236,83,153,745,330,415,64325,1972,1749,836,913,4278,372,917,1289,2989
